user_id,week,exercise,sets,reps_per_set,avg_rpe,volume,weighted_volume
11,1,situps,4,"[2, 1, 1, 1]",6.87,5,7.5
11,1,plank_seconds,4,"[44, 43, 43, 42]",10,172,51.6
12,1,pushups,4,"[11, 9, 9, 8]",8.33,37,37
12,1,squats,4,"[21, 21, 19, 18]",10,79,55.3
12,1,situps,4,"[4, 4, 3, 3]",7.06,14,21
12,1,plank_seconds,4,"[94, 93, 91, 90]",10,368,110.4
13,1,pushups,4,"[2, 1, 1, 1]",8,5,5
13,1,squats,4,"[7, 5, 5, 5]",10,22,15.4
13,1,situps,4,"[1, 1, 1, 1]",6.67,4,6
13,1,plank_seconds,4,"[29, 27, 27, 25]",10,108,32.4
13,1,pushups,4,"[2, 3, 1, 1]",8,7,7
13,1,squats,4,"[7, 6, 5, 4]",10,22,15.4
13,1,situps,4,"[1, 1, 1, 1]",6.67,4,6
13,1,plank_seconds,4,"[28, 28, 26, 26]",10,108,32.4
13,1,pushups,4,"[2, 1, 1, 1]",8,5,5
13,1,squats,4,"[6, 5, 5, 2]",10,18,12.6
13,1,situps,4,"[2, 1, 1, 1]",6.67,5,7.5
13,1,plank_seconds,4,"[29, 28, 27, 26]",10,110,33
14,1,pushups,4,"[9, 8, 7, 7]",8.31,31,31
14,1,squats,4,"[20, 17, 18, 17]",10,72,50.4
14,1,situps,4,"[4, 3, 3, 2]",7.15,12,18
14,1,plank_seconds,4,"[85, 85, 83, 82]",10,335,100.5
15,1,pushups,4,"[3, 2, 1, 1]",7.81,7,7
15,1,squats,4,"[7, 5, 5, 4]",10,21,14.7
15,1,situps,4,"[1, 1, 1, 1]",6.6,4,6
15,1,plank_seconds,4,"[33, 31, 30, 29]",10,123,36.9
15,1,pushups,4,"[2, 1, 1, 1]",7.81,5,5
15,1,squats,4,"[6, 5, 5, 4]",10,20,14
15,1,situps,4,"[1, 1, 1, 1]",6.6,4,6
15,1,plank_seconds,4,"[32, 31, 30, 30]",10,123,36.9
15,1,pushups,4,"[2, 1, 1, 1]",7.81,5,5
15,1,squats,4,"[6, 6, 5, 4]",10,21,14.7
15,1,situps,4,"[1, 1, 1, 1]",6.6,4,6
15,1,plank_seconds,4,"[33, 32, 30, 30]",10,125,37.5
16,1,pushups,4,"[5, 4, 3, 3]",8.33,15,15
16,1,squats,4,"[10, 8, 7, 6]",10,31,21.7
16,1,situps,4,"[1, 1, 1, 1]",6.93,4,6
16,1,plank_seconds,4,"[41, 41, 40, 38]",10,160,48
16,1,pushups,4,"[4, 4, 3, 1]",8.33,12,12
16,1,squats,4,"[9, 8, 7, 6]",10,30,21
16,1,situps,4,"[1, 1, 1, 1]",6.93,4,6
16,1,plank_seconds,4,"[42, 40, 40, 38]",10,160,48
16,1,pushups,4,"[5, 3, 1, 1]",8.33,10,10
16,1,squats,4,"[10, 9, 8, 7]",10,34,23.8
16,1,situps,4,"[2, 1, 1, 1]",6.93,5,7.5
16,1,plank_seconds,4,"[42, 41, 39, 38]",10,160,48
17,1,pushups,4,"[8, 6, 4, 4]",8.38,22,22
17,1,squats,4,"[15, 14, 13, 12]",10,54,37.8
17,1,situps,4,"[4, 3, 2, 1]",7.19,10,15
17,1,plank_seconds,4,"[66, 66, 64, 64]",10,260,78
17,1,pushups,4,"[7, 6, 6, 5]",8.38,24,24
17,1,squats,4,"[15, 14, 14, 12]",10,55,38.5
17,1,situps,4,"[4, 2, 2, 1]",7.19,9,13.5
17,1,plank_seconds,4,"[67, 65, 64, 64]",10,260,78
18,1,pushups,4,"[9, 7, 6, 5]",8.31,27,27
18,1,squats,4,"[16, 16, 17, 15]",10,64,44.8
18,1,situps,4,"[3, 2, 2, 1]",7.03,8,12
18,1,plank_seconds,4,"[76, 76, 75, 74]",10,301,90.3
18,1,pushups,4,"[9, 8, 7, 6]",8.31,30,30
18,1,squats,4,"[17, 16, 16, 15]",10,64,44.8
18,1,situps,4,"[3, 2, 2, 1]",7.03,8,12
18,1,plank_seconds,4,"[77, 76, 74, 74]",10,301,90.3
18,1,pushups,4,"[8, 7, 6, 5]",8.31,26,26
18,1,squats,4,"[17, 17, 16, 15]",10,65,45.5
18,1,situps,4,"[3, 2, 1, 1]",7.03,7,10.5
18,1,plank_seconds,4,"[77, 76, 74, 74]",10,301,90.3
19,1,pushups,4,"[3, 2, 1, 1]",8.23,7,7
19,1,squats,4,"[5, 4, 4, 3]",10,16,11.2
19,1,situps,4,"[1, 1, 1, 1]",6.74,4,6
19,1,plank_seconds,4,"[27, 24, 24, 24]",10,99,29.7
19,1,pushups,4,"[3, 1, 1, 1]",8.23,6,6
19,1,squats,4,"[6, 3, 4, 2]",10,15,10.5
19,1,situps,4,"[1, 1, 1, 1]",6.74,4,6
19,1,plank_seconds,4,"[26, 26, 23, 23]",10,98,29.4
19,1,pushups,4,"[2, 2, 1, 1]",8.23,6,6
19,1,squats,4,"[6, 5, 3, 3]",10,17,11.9
19,1,situps,4,"[1, 1, 1, 1]",6.74,4,6
19,1,plank_seconds,4,"[26, 24, 23, 22]",10,95,28.5
20,1,pushups,4,"[3, 1, 1, 1]",8.17,6,6
20,1,squats,4,"[5, 4, 5, 2]",10,16,11.2
20,1,situps,4,"[1, 1, 1, 1]",6.72,4,6
20,1,plank_seconds,4,"[26, 26, 25, 23]",10,100,30
20,1,pushups,4,"[2, 2, 1, 1]",8.17,6,6
20,1,squats,4,"[5, 5, 3, 3]",10,16,11.2
20,1,situps,4,"[1, 1, 1, 1]",6.72,4,6
20,1,plank_seconds,4,"[27, 26, 25, 23]",10,101,30.3
21,1,pushups,4,"[9, 7, 6, 5]",8.19,27,27
21,1,squats,4,"[19, 17, 17, 15]",10,68,47.6
21,1,situps,4,"[3, 2, 2, 1]",6.97,8,12
21,1,plank_seconds,4,"[81, 79, 80, 79]",10,319,95.7
21,1,pushups,4,"[9, 8, 6, 6]",8.19,29,29
21,1,squats,4,"[19, 17, 17, 15]",10,68,47.6
21,1,situps,4,"[3, 3, 1, 1]",6.97,8,12
21,1,plank_seconds,4,"[82, 80, 79, 79]",10,320,96
21,1,pushups,4,"[8, 8, 7, 5]",8.19,28,28
21,1,squats,4,"[18, 18, 16, 15]",10,67,46.9
21,1,situps,4,"[4, 3, 1, 1]",6.97,9,13.5
21,1,plank_seconds,4,"[82, 81, 80, 79]",10,322,96.6
22,1,pushups,4,"[5, 5, 4, 3]",8.4,17,17
22,1,squats,4,"[12, 10, 10, 8]",10,40,28
22,1,situps,4,"[2, 2, 1, 1]",7.2,6,9
22,1,plank_seconds,4,"[50, 48, 48, 47]",10,193,57.9
22,1,pushups,4,"[5, 5, 4, 3]",8.4,17,17
22,1,squats,4,"[12, 11, 10, 8]",10,41,28.7
22,1,situps,4,"[2, 1, 1, 1]",7.2,5,7.5
22,1,plank_seconds,4,"[50, 49, 47, 47]",10,193,57.9
22,1,pushups,4,"[5, 4, 4, 3]",8.4,16,16
22,1,squats,4,"[11, 10, 9, 8]",10,38,26.6
22,1,situps,4,"[3, 2, 1, 1]",7.2,7,10.5
22,1,plank_seconds,4,"[50, 48, 48, 47]",10,193,57.9
23,1,pushups,4,"[6, 4, 5, 3]",8.38,18,18
23,1,squats,4,"[13, 13, 11, 11]",10,48,33.6
23,1,situps,4,"[3, 2, 1, 1]",7.02,7,10.5
23,1,plank_seconds,4,"[58, 56, 56, 54]",10,224,67.2
23,1,pushups,4,"[7, 5, 4, 3]",8.38,19,19
23,1,squats,4,"[14, 12, 12, 10]",10,48,33.6
23,1,situps,4,"[2, 1, 1, 1]",7.02,5,7.5
23,1,plank_seconds,4,"[57, 57, 56, 55]",10,225,67.5
23,1,pushups,4,"[7, 5, 4, 3]",8.38,19,19
23,1,squats,4,"[14, 12, 11, 11]",10,48,33.6
23,1,situps,4,"[2, 2, 1, 1]",7.02,6,9
23,1,plank_seconds,4,"[57, 57, 56, 54]",10,224,67.2
24,1,pushups,4,"[3, 2, 1, 1]",8.05,7,7
24,1,squats,4,"[8, 7, 7, 6]",10,28,19.6
24,1,situps,4,"[1, 1, 1, 1]",7.03,4,6
24,1,plank_seconds,4,"[38, 37, 35, 35]",10,145,43.5
25,1,pushups,4,"[8, 8, 7, 5]",8.29,28,28
25,1,squats,4,"[17, 17, 16, 15]",10,65,45.5
25,1,situps,4,"[4, 3, 1, 1]",7.02,9,13.5
25,1,plank_seconds,4,"[78, 76, 75, 74]",10,303,90.9
25,1,pushups,4,"[9, 8, 6, 6]",8.29,29,29
25,1,squats,4,"[17, 17, 15, 14]",10,63,44.1
25,1,situps,4,"[3, 3, 1, 1]",7.02,8,12
25,1,plank_seconds,4,"[78, 76, 75, 75]",10,304,91.2
25,1,pushups,4,"[9, 7, 7, 5]",8.29,28,28
25,1,squats,4,"[18, 17, 15, 14]",10,64,44.8
25,1,situps,4,"[3, 2, 1, 1]",7.02,7,10.5
25,1,plank_seconds,4,"[77, 77, 76, 74]",10,304,91.2
26,1,pushups,4,"[6, 5, 4, 3]",8.34,18,18
26,1,squats,4,"[12, 10, 10, 9]",10,41,28.7
26,1,situps,4,"[2, 2, 1, 1]",7.17,6,9
26,1,plank_seconds,4,"[51, 51, 48, 47]",10,197,59.1
26,1,pushups,4,"[6, 5, 3, 3]",8.34,17,17
26,1,squats,4,"[11, 11, 9, 9]",10,40,28
26,1,situps,4,"[3, 1, 1, 1]",7.17,6,9
26,1,plank_seconds,4,"[50, 49, 49, 47]",10,195,58.5
27,1,pushups,4,"[7, 6, 6, 4]",8.22,23,23
27,1,squats,4,"[17, 15, 14, 14]",10,60,42
27,1,situps,4,"[4, 3, 2, 1]",7.11,10,15
27,1,plank_seconds,4,"[71, 70, 69, 70]",10,280,84
27,1,pushups,4,"[8, 6, 5, 5]",8.22,24,24
27,1,squats,4,"[17, 16, 14, 13]",10,60,42
27,1,situps,4,"[4, 3, 1, 1]",7.11,9,13.5
27,1,plank_seconds,4,"[71, 71, 71, 69]",10,282,84.6
27,1,pushups,4,"[7, 7, 6, 5]",8.22,25,25
27,1,squats,4,"[17, 17, 14, 14]",10,62,43.4
27,1,situps,4,"[3, 3, 1, 1]",7.11,8,12
27,1,plank_seconds,4,"[71, 71, 70, 68]",10,280,84
28,1,pushups,4,"[3, 2, 1, 1]",7.96,7,7
28,1,squats,4,"[10, 8, 6, 5]",10,29,20.3
28,1,situps,4,"[2, 2, 1, 1]",6.98,6,9
28,1,plank_seconds,4,"[40, 39, 37, 37]",10,153,45.9
28,1,pushups,4,"[2, 3, 2, 1]",7.96,8,8
28,1,squats,4,"[8, 8, 6, 6]",10,28,19.6
28,1,situps,4,"[1, 1, 1, 1]",6.98,4,6
28,1,plank_seconds,4,"[40, 38, 38, 36]",10,152,45.6
28,1,pushups,4,"[3, 2, 3, 1]",7.96,9,9
28,1,squats,4,"[9, 8, 7, 6]",10,30,21
28,1,situps,4,"[2, 1, 1, 1]",6.98,5,7.5
28,1,plank_seconds,4,"[40, 38, 37, 36]",10,151,45.3
29,1,pushups,4,"[3, 3, 1, 1]",8.12,8,8
29,1,squats,4,"[9, 8, 5, 5]",10,27,18.9
29,1,situps,4,"[2, 1, 1, 1]",7.06,5,7.5
29,1,plank_seconds,4,"[37, 35, 34, 33]",10,139,41.7
29,1,pushups,4,"[3, 2, 1, 1]",8.12,7,7
29,1,squats,4,"[9, 8, 6, 5]",10,28,19.6
29,1,situps,4,"[1, 1, 1, 1]",7.06,4,6
29,1,plank_seconds,4,"[37, 36, 35, 34]",10,142,42.6
29,1,pushups,4,"[4, 3, 2, 1]",8.12,10,10
29,1,squats,4,"[8, 8, 7, 5]",10,28,19.6
29,1,situps,4,"[1, 1, 1, 1]",7.06,4,6
29,1,plank_seconds,4,"[37, 36, 35, 34]",10,142,42.6
0,2,pushups,4,"[4, 4, 3, 1]",8.05,12,12
0,2,squats,4,"[10, 9, 8, 7]",10,34,23.8
0,2,situps,4,"[1, 1, 1, 1]",6.82,4,6
0,2,plank_seconds,4,"[47, 47, 46, 45]",10,185,55.5
0,2,pushups,4,"[4, 4, 2, 2]",8.05,12,12
0,2,squats,4,"[11, 10, 8, 7]",10,36,25.2
0,2,situps,4,"[2, 1, 1, 1]",6.82,5,7.5
0,2,plank_seconds,4,"[48, 46, 46, 45]",10,185,55.5
1,2,pushups,4,"[4, 3, 1, 1]",8.19,9,9
1,2,squats,4,"[7, 7, 5, 5]",10,24,16.8
1,2,situps,4,"[1, 1, 1, 1]",7.1,4,6
1,2,plank_seconds,4,"[36, 35, 34, 33]",10,138,41.4
1,2,pushups,4,"[3, 3, 2, 1]",8.19,9,9
1,2,squats,4,"[7, 6, 5, 5]",10,23,16.1
1,2,situps,4,"[2, 1, 1, 1]",7.1,5,7.5
1,2,plank_seconds,4,"[36, 35, 34, 34]",10,139,41.7
1,2,pushups,4,"[4, 3, 2, 1]",8.19,10,10
1,2,squats,4,"[8, 6, 6, 4]",10,24,16.8
1,2,situps,4,"[2, 1, 1, 1]",7.1,5,7.5
1,2,plank_seconds,4,"[34, 35, 34, 32]",10,135,40.5
2,2,pushups,4,"[16, 14, 13, 13]",8.29,56,56
2,2,squats,4,"[33, 32, 31, 30]",10,126,88.2
2,2,situps,4,"[7, 6, 6, 5]",7.14,24,36
2,2,plank_seconds,4,"[139, 137, 137, 135]",10,548,164.4
2,2,pushups,4,"[15, 15, 14, 13]",8.29,57,57
2,2,squats,4,"[33, 32, 31, 30]",10,126,88.2
2,2,situps,4,"[6, 6, 6, 4]",7.14,22,33
2,2,plank_seconds,4,"[139, 137, 137, 136]",10,549,164.7
3,2,pushups,4,"[5, 4, 3, 3]",8.39,15,15
3,2,squats,4,"[11, 10, 10, 9]",10,40,28
3,2,situps,4,"[2, 2, 1, 1]",7.19,6,9
3,2,plank_seconds,4,"[50, 48, 48, 46]",10,192,57.6
3,2,pushups,4,"[5, 4, 3, 2]",8.39,14,14
3,2,squats,4,"[11, 10, 9, 8]",10,38,26.6
3,2,situps,4,"[2, 1, 1, 1]",7.19,5,7.5
3,2,plank_seconds,4,"[49, 48, 47, 46]",10,190,57
3,2,pushups,4,"[5, 4, 3, 2]",8.39,14,14
3,2,squats,4,"[12, 11, 9, 8]",10,40,28
3,2,situps,4,"[2, 1, 1, 1]",7.19,5,7.5
3,2,plank_seconds,4,"[49, 48, 48, 47]",10,192,57.6
4,2,pushups,4,"[12, 10, 9, 8]",8.31,39,39
4,2,squats,4,"[23, 22, 22, 20]",10,87,60.9
4,2,situps,4,"[5, 4, 4, 2]",7.15,15,22.5
4,2,plank_seconds,4,"[103, 102, 101, 100]",10,406,121.8
4,2,pushups,4,"[12, 10, 9, 9]",8.31,40,40
4,2,squats,4,"[23, 22, 21, 21]",10,87,60.9
4,2,situps,4,"[6, 4, 4, 2]",7.15,16,24
4,2,plank_seconds,4,"[102, 101, 101, 99]",10,403,120.9
5,2,pushups,4,"[5, 5, 4, 4]",8.31,18,18
5,2,squats,4,"[11, 11, 9, 9]",10,40,28
5,2,situps,4,"[2, 2, 1, 1]",7.16,6,9
5,2,plank_seconds,4,"[50, 49, 48, 47]",10,194,58.2
5,2,pushups,4,"[6, 4, 4, 3]",8.31,17,17
5,2,squats,4,"[11, 10, 9, 9]",10,39,27.3
5,2,situps,4,"[3, 1, 1, 1]",7.16,6,9
5,2,plank_seconds,4,"[51, 50, 48, 47]",10,196,58.8
6,2,pushups,4,"[14, 13, 11, 11]",8.26,49,49
6,2,squats,4,"[27, 27, 26, 25]",10,105,73.5
6,2,situps,4,"[6, 5, 5, 3]",7.13,19,28.5
6,2,plank_seconds,4,"[121, 120, 120, 120]",10,481,144.3
7,2,pushups,4,"[5, 4, 4, 2]",8.19,15,15
7,2,squats,4,"[13, 12, 9, 10]",10,44,30.8
7,2,situps,4,"[3, 2, 2, 1]",7.09,8,12
7,2,plank_seconds,4,"[54, 52, 52, 50]",10,208,62.4
7,2,pushups,4,"[5, 4, 4, 2]",8.19,15,15
7,2,squats,4,"[13, 11, 10, 9]",10,43,30.1
7,2,situps,4,"[3, 1, 1, 1]",7.09,6,9
7,2,plank_seconds,4,"[54, 53, 52, 50]",10,209,62.7
8,2,pushups,4,"[5, 4, 2, 2]",8.28,13,13
8,2,squats,4,"[9, 8, 8, 7]",10,32,22.4
8,2,situps,4,"[1, 1, 1, 1]",6.91,4,6
8,2,plank_seconds,4,"[43, 41, 40, 40]",10,164,49.2
8,2,pushups,4,"[5, 4, 2, 1]",8.28,12,12
8,2,squats,4,"[9, 8, 8, 6]",10,31,21.7
8,2,situps,4,"[2, 1, 1, 1]",6.91,5,7.5
8,2,plank_seconds,4,"[43, 40, 40, 39]",10,162,48.6
8,2,pushups,4,"[5, 4, 3, 2]",8.28,14,14
8,2,squats,4,"[9, 9, 8, 6]",10,32,22.4
8,2,situps,4,"[2, 1, 1, 1]",6.91,5,7.5
8,2,plank_seconds,4,"[42, 41, 41, 39]",10,163,48.9
9,2,pushups,4,"[15, 14, 14, 12]",8.34,55,55
9,2,squats,4,"[31, 30, 30, 29]",10,120,84
9,2,situps,4,"[8, 7, 5, 5]",7.17,25,37.5
9,2,plank_seconds,4,"[136, 135, 134, 133]",10,538,161.4
9,2,pushups,4,"[16, 14, 13, 12]",8.34,55,55
9,2,squats,4,"[32, 30, 31, 29]",10,122,85.4
9,2,situps,4,"[8, 7, 5, 4]",7.17,24,36
9,2,plank_seconds,4,"[136, 135, 133, 133]",10,537,161.1
10,2,pushups,4,"[3, 2, 1, 1]",8.04,7,7
10,2,squats,4,"[9, 7, 7, 5]",10,28,19.6
10,2,situps,4,"[2, 1, 1, 1]",7.02,5,7.5
10,2,plank_seconds,4,"[38, 37, 36, 36]",10,147,44.1
10,2,pushups,4,"[3, 1, 1, 1]",8.04,6,6
10,2,squats,4,"[9, 7, 6, 6]",10,28,19.6
10,2,situps,4,"[1, 1, 1, 1]",7.02,4,6
10,2,plank_seconds,4,"[38, 38, 35, 35]",10,146,43.8
10,2,pushups,4,"[4, 2, 2, 1]",8.04,9,9
10,2,squats,4,"[8, 8, 6, 5]",10,27,18.9
10,2,situps,4,"[2, 1, 1, 1]",7.02,5,7.5
10,2,plank_seconds,4,"[39, 36, 37, 35]",10,147,44.1
11,2,pushups,4,"[5, 3, 2, 1]",8.19,11,11
11,2,squats,4,"[9, 9, 7, 6]",10,31,21.7
11,2,situps,4,"[2, 1, 1, 1]",6.87,5,7.5
11,2,plank_seconds,4,"[44, 43, 42, 41]",10,170,51
12,2,pushups,4,"[11, 10, 9, 8]",8.33,38,38
12,2,squats,4,"[21, 21, 20, 19]",10,81,56.7
12,2,situps,4,"[4, 4, 3, 2]",7.06,13,19.5
12,2,plank_seconds,4,"[94, 92, 92, 91]",10,369,110.7
12,2,pushups,4,"[10, 9, 8, 8]",8.33,35,35
12,2,squats,4,"[21, 21, 19, 19]",10,80,56
12,2,situps,4,"[4, 4, 2, 2]",7.06,12,18
12,2,plank_seconds,4,"[93, 93, 92, 91]",10,369,110.7
12,2,pushups,4,"[10, 10, 8, 8]",8.33,36,36
12,2,squats,4,"[22, 21, 19, 19]",10,81,56.7
12,2,situps,4,"[4, 4, 3, 1]",7.06,12,18
12,2,plank_seconds,4,"[93, 92, 91, 90]",10,366,109.8
13,2,pushups,4,"[3, 1, 1, 1]",8,6,6
13,2,squats,4,"[7, 5, 4, 4]",10,20,14
13,2,situps,4,"[1, 1, 1, 1]",6.67,4,6
13,2,plank_seconds,4,"[29, 28, 26, 25]",10,108,32.4
13,2,pushups,4,"[2, 1, 1, 1]",8,5,5
13,2,squats,4,"[7, 6, 4, 4]",10,21,14.7
13,2,situps,4,"[1, 1, 1, 1]",6.67,4,6
13,2,plank_seconds,4,"[28, 28, 27, 25]",10,108,32.4
14,2,pushups,4,"[9, 8, 8, 6]",8.31,31,31
14,2,squats,4,"[18, 18, 17, 16]",10,69,48.3
14,2,situps,4,"[4, 4, 3, 2]",7.15,13,19.5
14,2,plank_seconds,4,"[85, 85, 83, 82]",10,335,100.5
14,2,pushups,4,"[9, 8, 7, 7]",8.31,31,31
14,2,squats,4,"[19, 18, 17, 17]",10,71,49.7
14,2,situps,4,"[4, 4, 2, 1]",7.15,11,16.5
14,2,plank_seconds,4,"[85, 84, 84, 83]",10,336,100.8
14,2,pushups,4,"[10, 9, 7, 6]",8.31,32,32
14,2,squats,4,"[19, 19, 17, 17]",10,72,50.4
14,2,situps,4,"[5, 4, 2, 2]",7.15,13,19.5
14,2,plank_seconds,4,"[87, 84, 83, 82]",10,336,100.8
15,2,pushups,4,"[2, 1, 1, 1]",7.81,5,5
15,2,squats,4,"[7, 6, 5, 3]",10,21,14.7
15,2,situps,4,"[1, 1, 1, 1]",6.6,4,6
15,2,plank_seconds,4,"[33, 32, 30, 30]",10,125,37.5
15,2,pushups,4,"[3, 2, 1, 1]",7.81,7,7
15,2,squats,4,"[6, 5, 5, 3]",10,19,13.3
15,2,situps,4,"[1, 1, 1, 1]",6.6,4,6
15,2,plank_seconds,4,"[32, 31, 31, 30]",10,124,37.2
16,2,pushups,4,"[4, 2, 2, 2]",8.33,10,10
16,2,squats,4,"[9, 9, 8, 6]",10,32,22.4
16,2,situps,4,"[2, 1, 1, 1]",6.93,5,7.5
16,2,plank_seconds,4,"[41, 41, 39, 39]",10,160,48
16,2,pushups,4,"[5, 3, 3, 1]",8.33,12,12
16,2,squats,4,"[10, 9, 8, 7]",10,34,23.8
16,2,situps,4,"[2, 1, 1, 1]",6.93,5,7.5
16,2,plank_seconds,4,"[42, 41, 39, 39]",10,161,48.3
17,2,pushups,4,"[8, 7, 6, 4]",8.38,25,25
17,2,squats,4,"[15, 15, 14, 12]",10,56,39.2
17,2,situps,4,"[3, 3, 2, 1]",7.19,9,13.5
17,2,plank_seconds,4,"[67, 66, 65, 64]",10,262,78.6
17,2,pushups,4,"[8, 6, 6, 3]",8.38,23,23
17,2,squats,4,"[16, 14, 14, 12]",10,56,39.2
17,2,situps,4,"[3, 2, 1, 1]",7.19,7,10.5
17,2,plank_seconds,4,"[65, 66, 65, 63]",10,259,77.7
17,2,pushups,4,"[7, 7, 5, 4]",8.38,23,23
17,2,squats,4,"[16, 15, 13, 13]",10,57,39.9
17,2,situps,4,"[3, 3, 2, 1]",7.19,9,13.5
17,2,plank_seconds,4,"[67, 66, 64, 63]",10,260,78
18,2,pushups,4,"[10, 7, 6, 6]",8.31,29,29
18,2,squats,4,"[17, 16, 16, 16]",10,65,45.5
18,2,situps,4,"[4, 2, 1, 1]",7.03,8,12
18,2,plank_seconds,4,"[77, 76, 74, 73]",10,300,90
18,2,pushups,4,"[8, 8, 7, 5]",8.31,28,28
18,2,squats,4,"[18, 17, 16, 14]",10,65,45.5
18,2,situps,4,"[3, 2, 2, 1]",7.03,8,12
18,2,plank_seconds,4,"[77, 75, 74, 74]",10,300,90
19,2,pushups,4,"[3, 1, 1, 1]",8.23,6,6
19,2,squats,4,"[5, 4, 3, 3]",10,15,10.5
19,2,situps,4,"[1, 1, 1, 1]",6.74,4,6
19,2,plank_seconds,4,"[24, 25, 23, 22]",10,94,28.2
19,2,pushups,4,"[2, 1, 1, 1]",8.23,5,5
19,2,squats,4,"[6, 4, 4, 3]",10,17,11.9
19,2,situps,4,"[1, 1, 1, 1]",6.74,4,6
19,2,plank_seconds,4,"[26, 24, 23, 22]",10,95,28.5
19,2,pushups,4,"[2, 2, 1, 1]",8.23,6,6
19,2,squats,4,"[6, 5, 4, 3]",10,18,12.6
19,2,situps,4,"[1, 1, 1, 1]",6.74,4,6
19,2,plank_seconds,4,"[26, 24, 23, 22]",10,95,28.5
20,2,pushups,4,"[3, 1, 1, 1]",8.17,6,6
20,2,squats,4,"[7, 4, 4, 3]",10,18,12.6
20,2,situps,4,"[1, 1, 1, 1]",6.72,4,6
20,2,plank_seconds,4,"[27, 26, 24, 25]",10,102,30.6
20,2,pushups,4,"[2, 1, 1, 1]",8.17,5,5
20,2,squats,4,"[5, 4, 4, 3]",10,16,11.2
20,2,situps,4,"[1, 1, 1, 1]",6.72,4,6
20,2,plank_seconds,4,"[27, 26, 24, 24]",10,101,30.3
20,2,pushups,4,"[3, 2, 1, 1]",8.17,7,7
20,2,squats,4,"[6, 5, 4, 2]",10,17,11.9
20,2,situps,4,"[2, 1, 1, 1]",6.72,5,7.5
20,2,plank_seconds,4,"[26, 26, 25, 23]",10,100,30
21,2,pushups,4,"[9, 8, 6, 5]",8.19,28,28
21,2,squats,4,"[18, 17, 16, 15]",10,66,46.2
21,2,situps,4,"[3, 2, 1, 1]",6.97,7,10.5
21,2,plank_seconds,4,"[83, 81, 79, 79]",10,322,96.6
21,2,pushups,4,"[8, 8, 7, 6]",8.19,29,29
21,2,squats,4,"[19, 18, 16, 15]",10,68,47.6
21,2,situps,4,"[4, 2, 1, 1]",6.97,8,12
21,2,plank_seconds,4,"[81, 81, 79, 78]",10,319,95.7
22,2,pushups,4,"[6, 3, 4, 3]",8.4,16,16
22,2,squats,4,"[11, 9, 9, 8]",10,37,25.9
22,2,situps,4,"[2, 1, 1, 1]",7.2,5,7.5
22,2,plank_seconds,4,"[49, 48, 47, 46]",10,190,57
22,2,pushups,4,"[6, 4, 4, 3]",8.4,17,17
22,2,squats,4,"[12, 10, 9, 8]",10,39,27.3
22,2,situps,4,"[3, 1, 1, 1]",7.2,6,9
22,2,plank_seconds,4,"[49, 48, 48, 46]",10,191,57.3
22,2,pushups,4,"[6, 4, 4, 2]",8.4,16,16
22,2,squats,4,"[12, 10, 10, 9]",10,41,28.7
22,2,situps,4,"[2, 2, 1, 1]",7.2,6,9
22,2,plank_seconds,4,"[50, 47, 47, 47]",10,191,57.3
23,2,pushups,4,"[6, 5, 6, 3]",8.38,20,20
23,2,squats,4,"[13, 13, 12, 10]",10,48,33.6
23,2,situps,4,"[2, 3, 1, 1]",7.02,7,10.5
23,2,plank_seconds,4,"[57, 56, 55, 55]",10,223,66.9
23,2,pushups,4,"[7, 6, 4, 4]",8.38,21,21
23,2,squats,4,"[14, 13, 12, 10]",10,49,34.3
23,2,situps,4,"[2, 1, 1, 1]",7.02,5,7.5
23,2,plank_seconds,4,"[59, 56, 55, 55]",10,225,67.5
23,2,pushups,4,"[7, 5, 4, 4]",8.38,20,20
23,2,squats,4,"[13, 11, 12, 11]",10,47,32.9
23,2,situps,4,"[3, 2, 1, 1]",7.02,7,10.5
23,2,plank_seconds,4,"[58, 56, 56, 55]",10,225,67.5
24,2,pushups,4,"[3, 3, 1, 1]",8.05,8,8
24,2,squats,4,"[8, 7, 8, 6]",10,29,20.3
24,2,situps,4,"[2, 1, 1, 1]",7.03,5,7.5
24,2,plank_seconds,4,"[37, 36, 36, 34]",10,143,42.9
24,2,pushups,4,"[4, 3, 3, 1]",8.05,11,11
24,2,squats,4,"[9, 8, 6, 6]",10,29,20.3
24,2,situps,4,"[2, 1, 1, 1]",7.03,5,7.5
24,2,plank_seconds,4,"[39, 37, 36, 34]",10,146,43.8
25,2,pushups,4,"[9, 7, 6, 6]",8.29,28,28
25,2,squats,4,"[18, 16, 16, 15]",10,65,45.5
25,2,situps,4,"[4, 2, 1, 1]",7.02,8,12
25,2,plank_seconds,4,"[78, 76, 76, 74]",10,304,91.2
25,2,pushups,4,"[9, 8, 6, 5]",8.29,28,28
25,2,squats,4,"[18, 16, 15, 15]",10,64,44.8
25,2,situps,4,"[3, 2, 2, 1]",7.02,8,12
25,2,plank_seconds,4,"[78, 76, 76, 74]",10,304,91.2
26,2,pushups,4,"[5, 4, 3, 2]",8.34,14,14
26,2,squats,4,"[11, 10, 10, 9]",10,40,28
26,2,situps,4,"[3, 1, 1, 1]",7.17,6,9
26,2,plank_seconds,4,"[51, 49, 49, 48]",10,197,59.1
27,2,pushups,4,"[6, 7, 7, 4]",8.22,24,24
27,2,squats,4,"[16, 16, 15, 14]",10,61,42.7
